Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Embler, D. (Director). (2008). Pathways to Literacy [Video]. The Center for Early Literacy Learning. http://www.earlyliteracylearning.org/ta_pract_videos1.php ","Pathways to Literacy: This video Illustrates how literacy learning opportunities can be found in everyday places, in everyday activities.",http://earlyliteracylearning.org/ta_pract_videos1.php,4:02,2008,6.3,,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Embler, D. (Director). (2008). Ready, Set, Read: Early Literacy Learning for Preschoolers [Video]. Center for Early Literacy Learning. http://www.earlyliteracylearning.org/ta_pract_videos1.php ","Ready, Set, Read: Early Literacy Learning for Preschoolers: This video describes shared reading, an interactive style of adult-child reading for 4 to 5-year-olds.",http://www.earlyliteracylearning.org/ta_pract_videos1.php,16:32,2008,6.1,INS6,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Embler, D. (2008). Weaving Wonderful Tale  [Video]. The Center for Early Literacy Learning. http://www.earlyliteracylearning.org/ta_pract_videos1.php","Weaving Wonderful Tales: The shared reading of storybooks, an interactive style of adult-child reading, is portrayed with 2 to 3-year-olds.",http://www.earlyliteracylearning.org/ta_pract_videos1.php,9:11,2008,6.1,,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Embler, D. (Director). (2009). Interest Leads to Learning. [Video]. The Center for Early Literacy Learning. http://www.earlyliteracylearning.org/ta_pract_videos1.php ","Interest Lead to Learning: Two types of interests are reviewed,  personal and situational, which can be used to design meaningful learning experiences. ",http://earlyliteracylearning.org/ta_pract_videos1.php,11:01,2009,6.5,INS1,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations","Embler, D. (Director). (2011). Getting Kids Involved: Creating Opportunities for Learning [Video]. Center for Early Literacy Learning. http://www.earlyliteracylearning.org/ta_pract_videos1.php","Getting Kids Involved: Creating Opportunities for Learning: Illustrates ways that adaptations can be used to promote the active participation of infants, toddlers, and preschoolers in everyday literacy activities. Examples of adaptations in home and classroom environments, activities, materials, and/or instructions are shown. ",http://www.earlyliteracylearning.org/ta_pract_videos1.php,12:13,2011,5.2,E2,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Florida State University, Iowa Department of Education & UNC-Chapel Hill. (2020). An Illustration of Using the SS-OO-PP-RR Framework to Guide Home Visiting [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/topics/disaster/ti-service.asp?_sm_au_=iQVVqFmkJJp5fBBmBLQtvK7BJGKjp#grayson-c","An Illustration of Using the SS-OO-PP-RR Framework to Guide Home Visiting: Grayson’s parents, Niki and Matt, describe their experience with mobile coaching from their initial reluctance to their wholehearted acceptance of the approach with their EI provider Jenny.  This video shares their family’s story and focuses on how the pandemic impacted their lives and their supports to their family including Grayson.  ",https://ectacenter.org/topics/disaster/ti-service.asp?_sm_au_=iQVVqFmkJJp5fBBmBLQtvK7BJGKjp#grayson-c,18:38,2020,6.6,INS3,,
"Interactions, Intervention and Instruction",IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 1: ABC's of IEP [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,"Individualized Education Program (IEP) Basics: Video 1: ABC's of IEP: Webinar introduces the IEP, discusses the relationship between the IEP and instruction in an inclusive classroom, and describes how the IEP should be used to provide a high quality program for children with disabilities. ",https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,13:11,,6.6,INS4,,
"Interactions, Intervention and Instruction",Augmentative and Alternative Communication,"Hess, Jacqueline. (2016, May 17). Don't Wait to Communicate! Augmentative and Alternative Communication (AAC) [Video]. Early Hearing Detection and Intervention, National Technical Resource Center. http://www.infanthearing.org/flashplayer/hd_videos.htm?file=http://www.infanthearing.org/flashvideos/webinars/ECHO_Coffee_Break_5_17_2016.mp4",Don’t Wait to Communicate! Augmentative and Alternative Communication (AAC) - Webinar: This webinar introduces augmentative and alternative communication systems.,http://www.infanthearing.org/flashplayer/hd_videos.htm?file=http://www.infanthearing.org/flashvideos/webinars/ECHO_Coffee_Break_5_17_2016.mp4,22:32,2016,6.6,INT4,,
"Interactions, Intervention and Instruction",Application of Curriculum Frameworks,Hilton/Early Head Start Foundation. (2007).  Including Infants and Toddlers with Disabilities: Session 1: Creating Bright Futures: (Including Infants and Toddlers with Disabilities and Their Families) [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-1-creating-bright-futures-including-infants-toddlers-disabilities-their,Including Infants and Toddlers with Disabilities: Session 1: Creating Bright Futures (Including Infants and Toddlers with Disabilities and Their Families): This video highlights the Special Quest vision for including infants and toddlers with disabilities and their families in early care and education programs with early intervention and other community supports. Families' and service providers' perspectives on inclusion are discussed.,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-1-creating-bright-futures-including-infants-toddlers-disabilities-their,11:20,2007,5.2,E2,,
"Interactions, Intervention and Instruction",Inclusion,Hilton/Early Head Start Foundation. (2007).  Including Infants and Toddlers with Disabilities: Session 7: Getting Started [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-7-getting-started,Including Infants and Toddlers with Disabilities: Session 7: Getting Started: This video offers a story of one program that includes a young child named Jalisa in an early care and education setting. The video offers specific examples of how to plan for this inclusion across a variety of roles.,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-7-getting-started,23:12,2007,5.2,E2,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based",Hilton/Early Head Start Foundation. (2007).  Including Infants and Toddlers with Disabilities: Session 8: Just Do It [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-8-just-do-it,"Including Infants and Toddlers with Disabilities: Session 8: Just Do It: This video focuses on the specialized activities and accommodations that can, during normal routines, be provided in inclusive settings to serve an infant or toddler with a significant disability.",https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-8-just-do-it,8:40,2007,6.6,,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Imaginevideogallery. (2018, August 21). Parten's Social Stages of Play [Video]. YouTube. https://www.youtube.com/watch?v=l05mzSyqQEk","Parten’s Social Stages of Play: This video is part of the following article: Jacobi-Vessels, J. L. (2018). Playing to learn: The essential role of play in early childhood instruction. Imagine (9), 16-21.",https://www.youtube.com/watch?v=l05mzSyqQEk&feature=youtu.be,1:00,2018,6.5,INT4,,
"Interactions, Intervention and Instruction",Inclusion,"ImTylerdotOrg. (2012, July 12). I'm Tyler [Video]. Vimeo. https://vimeo.com/47256393",I'm Tyler: Tyler is a typical high school student who has cerebral palsy and some other challenges.  Tyler's mission is to educate the world about Ability Awareness. He believes that what a person can do is much more important than what he or she cannot.,https://vimeo.com/47256393,12:14,2012,6.6,INS1,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","JC Boushh. (2009, July 27). Animal School [Video]. YouTube. https://www.youtube.com/watch?v=99JKYiMbLcQ",Animal School: An eye-opening analogy on how many view children and how to teach children with disabilities. ,https://www.youtube.com/watch?v=o8limRtHZPs,5:18,2009,6.6,INS1,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","McWilliam, R. (2010). CONNECT Video 1.12 Routine in a Program - Rolling with Friends [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-12/","CONNECT Video 1.12 Routine in a Program - Rolling with Friends: A physical therapist implements strategies to develop Jake’s motor skills, particularly his ability to roll, surrounded by his friends. ",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-12/,3:25,2010,6.3,INS5,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations","McWilliam, R. (Producer). (2010). CONNECT Video 1.14: Routine in a Program - Expanded Block Play[Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-14/","CONNECT Video 1.14: Routine in a Program - Expanded Block Play: Austin's first uses a communication board posted on the wall to decide what he wants to build. His occupational therapist created a picture template to support him build a block structure. Austin places the blocks directly on the visual aid and builds a garage for his car with minimal assistance. Later, a peer is enlisted as a helper to create a door for his garage. ",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-14/,3:08,2010,6.3,INS4,,
"Interactions, Intervention and Instruction",Embedded Instruction,"McWilliam, R. (Producer). (2010). CONNECT Video 1.16: Routine in a Program - Reading at Circle Time[Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-16/",CONNECT Video 1.16: Routine in a Program - Reading at Circle Time: A teacher combines several embedded interventions into circle time to support Jacob's learning and participation. ,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-16/,1:24,2010,6.3,INS5,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations ",PBS Learning Media. (n.d.) Mobile Pediatric Stander Benefits Children| Move to Include [Video]. PBS Learning Media. https://cptv.pbslearningmedia.org/resource/mti17.inclusion.mobile.pediatric.stander.benefits/mobile-pediatric-stander-benefits-children-move-to-include/,Move to Include: Mobile Pediatric Stander Benefits Children: Describes the benefits of mobile pediatric standers for children as an adaptive technology. Showcases preschoolers using mobile standers. ,https://cptv.pbslearningmedia.org/resource/mti17.inclusion.mobile.pediatric.stander.benefits/mobile-pediatric-stander-benefits-children-move-to-include/,3:00,,6.6,INS4,,
"Interactions, Intervention and Instruction",Universal Design for Learning,"National Center on Universal Design for Learning. (2015, March 31). Getting the Right Size: UDL [Video]. YouTube. https://www.youtube.com/watch?v=DYGQUcP1790","Getting the Right Size: UDL: Using a shoe store analogy, this short video by OCALI provides an overview of Universal Design for Learning.",https://www.youtube.com/watch?v=DYGQUcP1790,2:22,2015,5.2,E2,,
"Interactions, Intervention and Instruction",Disability Specific,"NITV Shorts. (2020, November 20). The Silent Child - Oscar Winning Short Film [Video]. YouTube. https://www.youtube.com/watch?v=2GbxFIVQv8c",The Silent Child — Oscar® Winning Short Film: A deaf 6-year-old girl named Libby lives in a world of silence until a caring teacher gives her the gift of communication.,https://www.youtube.com/watch?v=2GbxFIVQv8c,20:03,2020,1.2,F4,,
"Interactions, Intervention and Instruction",Lanuage,Office of English Language Acquisition. (2020). Integrating Language into Early Childhood Education [Audio].  SoundCloud. https://soundcloud.com/ed_oela/integrating-language-into-early-childhood-education,"OELA Podcast Series – Integrating Language into Early Childhood Education: This podcast explores the four key practices presented in the brief: embracing an asset orientation, promoting multilingual development, providing frequent interaction with complex texts, and teaching foundational literacy skills.  These practices are based on recommendations from the National Academies of Science, Engineering, and Medicine report Promoting the Educational Success of Children and Youth Learning English: Promising Futures.",https://soundcloud.com/ed_oela/integrating-language-into-early-childhood-education,24:34,2020,5.1,F4,,
"Interactions, Intervention and Instruction",Application of Curriculum Frameworks,"Office of Head Start. (2018, June 19). Instructional Practices to Support Individualization [Video]. Head Start Early Childhood Leaning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/video/instructional-practices-support-individualization",Instructional Practices to Support Individualization: Reviews the importance of using evidence-based practices to support inclusion; specific instructional practices and strategies for maximizing learning and development for children with or suspected of having a disability; and accessing free professional development resources. ,https://eclkc.ohs.acf.hhs.gov/video/instructional-practices-support-individualization,5:14,2018,6.1,INS6,,
"Interactions, Intervention and Instruction",Inclusion,Early Childhood Technical Assistance Center. (2019). Part 3: Social Outcomes in Inclusion [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/topics/inclusion/videos.asp,"Part 3: Social Outcomes in Inclusion: This series shares the experiences of practitioners and families from across the country, illustrating how the fields of early education and early childhood special education are successfully supporting preschoolers and their families during the COVID-19 pandemic.",https://ectacenter.org/topics/inclusion/videos.asp,1:50,2019,6.3,,,
"Interactions, Intervention and Instruction",Application of Curriculum Frameworks,"VEIPD Videos. (2012, October 9).  Inclusion in Action [Video]. YouTube. https://www.youtube.com/watch?v=45DV6bGo-hk",Inclusion in Action: Patty's Play Group: Features an inclusive play group designed so that toddlers with and without disabilities and their families have fun together.,https://www.youtube.com/watch?v=45DV6bGo-hk,6:20,2012,5.2,E2,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,Pathways. (2017). Parents' Guide to the Stages of Play [Video]. Pathways.org. https://pathways.org/watch/parents-guide-stages-play/,"Parents’ Guide to the Stages of Play: Young children develop their social skills through the six stages of play, all of which are important for their development.  All of the stages of play involve exploring, being creative, and having fun. ",https://pathways.org/watch/parents-guide-stages-play/,1:30,2017,6.5,INS7,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Pathways. (n.d.). Five Essential Tummy Time Moves, How to Do Tummy Time [Video]. Pathways.org. https://pathways.org/watch/five-essential-tummy-time-moves-how-to-do-tummy-time/","Five Essential Tummy Time Moves, How To Do Tummy Time: Five different positions for placing a baby on their tummy for interaction and play are shown. The narrator explains the positions and the importance of tummy time for overall development. ",https://pathways.org/watch/five-essential-tummy-time-moves-how-to-do-tummy-time/,4:15,,6.4,INS2,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Porter, J. & Gary Christian Film & Video. (Producers). (2009). Preschool Inclusion Series: Session 4: Drew's Family Story of Inclusion [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-4-drews-family-story-inclusion","Preschool Inclusion Series: Session 4: Drew's Family Story of Inclusion: The array of resources needed to support the inclusion of a child with a disability are identified. Through the story of Drew's family, viewers also consider the influence of a parent's own disability on the collaborative process of inclusion.",https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-4-drews-family-story-inclusion,6:09,2009,5.2,E1,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,"Porter, J. & Gary Christian Film & Video. (Producers). (2009). Preschool Inclusion Series: Session1: Preschool Inclusion: Laying the Groundwork for Success [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-1-preschool-inclusion-laying-groundwork-success",Preschool Inclusion Series: Session 1: Preschool Inclusion: Laying the Groundwork for Success: Provides the rationale for inclusion from the perspective of professionals and families.  Benefits for the classroom staff and children are discussed.,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-1-preschool-inclusion-laying-groundwork-success,18:09,2009,5.2,E1,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Positive Parenting Newsfeed. (2018, June 6). Eye Contact: The Key to Bonding with Baby? [Video]. YouTube. https://www.youtube.com/watch?v=ULxsRpflEcA",Eye Contact: The Key to Bonding with Baby?: The importance of making eye contact with babies and suggestions for how to incorporate eye contact into daily life. ,https://www.youtube.com/watch?v=ULxsRpflEcA,1:05,2018,6.2,,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based",Prince George's County Memorial Library System. (n.d.). Early Literacy: Playing [Video].  Prince George's County Memorial Library System. https://www.pgcmls.info/early-literacy,"Early Literacy: Playing: Children learn about language and literacy skills through play. While playing they practice putting thoughts into words. The role of pretend, dramatic, and make-believe play in children’s development are illustrated. ",https://www.pgcmls.info/early-literacy,2:33,2015,6.5,,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",Puckett Institute. (n.d.). Everyday Learning at Home: Promoting Child Participation in Learning Activities [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/decrp/topic-environment.asp,Everyday Learning at Home: Promoting Child Participation in Learning Activities: Illustrates children being active participants in everyday activities with the support of assistive technology. ,https://ectacenter.org/decrp/topic-environment.asp,2:59,,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",Puckett Institute. (n.d.). Supporting Your Child's Learning [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/decrp/topic-environment.asp,Supporting Your Child's Learning:  Illustrates children being active participants in everyday activities with the support of assistive technology. ,https://ectacenter.org/decrp/topic-environment.asp,1:59,2017,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations","Recordsky. (2011, May 16). Laelia's New Power Chair! Day One! [Video]. YouTube. https://www.youtube.com/watch?v=dZ9Av8l6iNc","Laelia's New Power Chair! Day One!: Laelia, a young girl born with Halls Contractures-arthrogryposis multiple congenita, tries out her power chair for the first time. During the video, learning cues are provided by adults, as well as the mom's comments about safety.",https://www.youtube.com/watch?v=dZ9Av8l6iNc,3:10,2011,6.6,E5,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Recordsky. (2012, April 3). Laelia's Morning Routine [Video]. YouTube. https://www.youtube.com/watch?v=fgPU9FZK_NU","Laelia's Morning Routine: Laelia, a young girl born with Halls Contractures-arthrogryposis multiple congenita, shows viewers how she has learned to navigate her surroundings and gain independence. ",https://www.youtube.com/watch?v=fgPU9FZK_NU,6:54,2012,6.6,E5,,
,,,,,,,,,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,"recordsky. (2013, February 23). Roland Decides to Walk Independently with no Prodding! (After a bit of help from Laelia.) [Video]. YouTube. https://www.youtube.com/watch?v=w03SfihfslQ","Roland Decides to Walk Independently with no Prodding! (After a bit of help from Laelia.) Laelia helps her adopted brother, Roland, walk by taking his hand. Both children have Halls Contractures-arthrogryposis multiple congenita.",https://www.youtube.com/watch?v=w03SfihfslQ,1:10,2013,6.6,INS4,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","Regional Educational Laboratory Program. (2020, July 15). Interactive Read-a-louds: Learning from Books Together [Video]. Regional Educational Laboratory Program. https://ies.ed.gov/ncee/edlabs/regions/west/Publications/Details/281",Interactive Read-a-louds: Learning from Books Together: This video demonstrates how to facilitate an interactive read aloud of a story with children in a face-to-face or distance learning environment. The routine is aligned with evidence-based recommendations from the What Works Clearinghouse Practice Guide Improving Reading Comprehension in Kindergarten Through 3rd Grade and may be especially beneficial for children whose home language is not English. The strategies can also be used with preschoolers. ,https://ies.ed.gov/ncee/edlabs/regions/west/Publications/Details/281,16:52,2020,6.1,F1,,
"Interactions, Intervention and Instruction",Coaching,Hartford Foundation. (n.d.). Foundations for Coaching in Early Childhood: Partnering with Parents and Professionals [Video]. Hartford Foundation. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,"Foundations for Coaching in Early Childhood:  Partnering with Parents and Professionals (Video Series): This is a series of seven videos for early childhood coaches, based on the 5 key characteristics of coaching as outlined by Dathan Rush and M'Lisa Shelden. These characteristics can be applied to a number of early childhood settings.",https://www.hfpg.org/foundations-of-coaching-in-early-childhood,Varies,,6.6,,,
"Interactions, Intervention and Instruction",Inclusion,"Sandall, S.R. (Presenter). (n.d.). Individualizing Videos [Webinar]. Head Start Center for Inclusion. http://headstartinclusion.org/training-materials/professional-development-packages/individualizing/",Individualizing Videos: Set of short videos demonstrates the process that two teachers went through when planning for specific children who need more individualized instruction on some of their learning objectives. These vignettes will show clips of their planning meeting as well as what it looks like in the classroom when these plans are implemented,http://headstartinclusion.org/training-materials/professional-development-packages/individualizing/,varies,,6.6,INS4,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,SpecialQuest Birth-Five. (2009). Preschool Inclusion Series: Session 2: Samantha's Story [Video]. Head Start Early Childhood Learning and Knowledge. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-2-samanthas-story-preschool-inclusion-success-option-1,Preschool Inclusion Series: Session 2: Samantha's Story: Preschool Inclusion Success (Option 1): Illustrates successful inclusion and what is necessary to provide collaborative services to preschoolers with disabilities and their families in early care and education environments. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-2-samanthas-story-preschool-inclusion-success-option-1,10:14,2009,5.2,E1,,
"Interactions, Intervention and Instruction",Inclusion,"SSHRC-CRSH. (2016, April 4). Shelley Moore: Transforming Inclusive Education [Video]. YouTube. https://www.youtube.com/watch?v=RYtUlU8MjlY",Shelley Moore: Transforming Inclusive Education: Provides a fasinating analogy between inclusion and bowling and describes the importance of designing curriculum to reach the children that are hardest to reach - those that need more challenge and those that need more support. ,https://www.youtube.com/watch?v=RYtUlU8MjlY,3:08,2016,6.6,INS1,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations","StepUpAT Project. (2019, August 21). Using Switches to Facilitate Environmental Access [Video].YouTube. https://www.youtube.com/watch?v=kZg4FerUS_A","Using Switches to Facilitate Environmental Access: Children use switch adapted toys within an early childhood setting while the narrator discusses the importance of switch adapted toys in supporting children's play, play with peers, and skill building.",https://www.youtube.com/watch?v=kZg4FerUS_A,1:05,2019,6.6,INS4,,
"Interactions, Intervention and Instruction",Inclusion,"TEDx Talks. (2014, April 22). Disabling Segregation [Video]. YouTube. https://www.youtube.com/watch?v=izkN5vLbnw8","Disabling Segregation:  Photojournalist Dan Habib, disability-rights advocate, didn't give much thought to disability — until his son Samuel was born with cerebral palsy. Dan explains his family's fight to ensure an inclusive education for Samuel, and how inclusion benefits not just Samuel and those who are included, but all of us.",https://www.youtube.com/watch?v=izkN5vLbnw8,17:57,2014,5.2,E2,,
"Interactions, Intervention and Instruction","Responsive, Evidence-based","The Brainwaves Video Anthology. (2015, October 23). Gloria Ladson-Billings- Successful Teachers of African American Children [Video]. YouTube. https://www.youtube.com/watch?v=hmAZjNRmalI",Gloria Ladson-Billings – Successful Teachers of African American Children: Gloria Ladson-Billings (PhD Stanford ’84) is the Chair of the Department of Curriculum & Instruction where she holds the Kellner Family Endowed Professorship in Urban Education and is Faculty Affiliate in the Departments of Educational Policy Studies and Afro American Studies at the University of Wisconsin-Madison.  She briefly discusses 3 characteristics of teachers successful in working with children who are African American based on her research. ,https://www.youtube.com/watch?v=hmAZjNRmalI&feature=youtu.be,3:01,2015,5.1,,,
"Interactions, Intervention and Instruction",Developmentally Appropriate Practice,The Center for Early Childhood Education. (2021). Helping Children Develop Empathy and a Sense of Justice [Video]. Eastern Connecticut State University. https://www.easternct.edu/center-for-early-childhood-education/equity/empathy-and-justice.html,Helping Children Develop Empathy and a Sense of Justice: Renowned educator and author Vivian Paley explains the importance of supporting the development of children's empathy and sense of justice from their earliest days.,https://www.easternct.edu/center-for-early-childhood-education/equity/empathy-and-justice.html,3:22,2021,6.4,INT2,,
"Interactions, Intervention and Instruction",Augmentative and Alternative Communication,The Center to Mobilize Early Childhood Education (2010).  Routine in the Community- Going to the Store [Video].  Division for Early Childhood.  https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-8/,Routine in the Community – Going to the Store: A 3-year-old boy with language delays communicates with his mother about a trip to the grocery store using a voice output device.  ,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-8/,1:06,2010,6.6,INS4,,
"Interactions, Intervention and Instruction",Embedded Instruction,The Center to Mobilize Early Childhood Education. (2010). CONNECT Audio 1.3: Maggie's Perspective (Program Administrator)[Audio file]. Center to Mobilize Early Childhood Education. https://connectmodules.dec-sped.org/connect-modules/resources/audio/audio-1-3/,"CONNECT Audio 1.3: Maggie's Perspective (Program Administrator): The administrator of a childcare program in which Luke, a three year old boy with developmental delays, has recently enrolled, shares her perspective. She discusses her attitudes and challenges to support the use of embedded interventions in the classroom.",https://connectmodules.dec-sped.org/connect-modules/resources/audio/audio-1-3/,2:10,2010,7.3,,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.10: Routine in a Program: Water Play [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-10/ ,"CONNECT Video 1.10: Routine in a Program: Water Play: A classmate, Ava, is paired with Luke to introduce him to a new activity in water play. With the prompting of the teacher, Ava takes Luke’s hand and leads him through the sprinkler. Ava was chosen for this peer support strategy as she is a gentle, easy going classmate and she and Luke get along well.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-10/,1:13,2010,6.3,E1,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.11: Routine in a Program - Singing a Song [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-11/ ,CONNECT Video 1.11: Routine in a Program – Singing a Song: Jack watches and imitates a classmate making motions during a song. He has the opportunity to play a game with a friend and to work on motor skills throughout the song. Watch how the teacher encourages and facilitates the interaction between these peers. ,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-11/,1:21,2010,6.3,E1,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.14: Routine in a Program: Expanded Block Play [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-14/ ,"CONNECT Video 1.4: Routine in a Program: Expanded Block Play: Austin first uses a communication board posted on the wall to decide what he wants to build. Then his therapist introduces a template to assist in the building process. Later, a peer is enlisted as a helper to create a door for his garage. In just 5 minutes, 3 different embedded interventions were used to help Austin successfully participate in this activity.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-14/,3:07,2010,6.3,INS4,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,"The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.17: Routine in a Program - Playing Red Light Green Light [Video]. FPG Child Development Institute, University of north Carolina at Chapel Hill.  https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-17/","CONNECT Video 1.17: Routine in a Program - Playing Red Light Green Light: Jack, a preschooler, plays a game of red light green light with his classmates. He starts off sitting on his teacher’s lap in the top left of screen, using a voice output switch to lead the game. Then he takes a turn scooting across the floor starting in the lower left of the screen next to the other teacher.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-17/,1:36,2010,6.3,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations ",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.20: Routine in a Program - Eating Lunch [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-20/,CONNECT Video 1:20: Routine in a Program - Eating Lunch: Luke uses a communication device to comment and make a request at lunch. His teacher encourages and praises him. ,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-20/,2:02,2010,6.6,INS4,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.5: Routine in a Program: Enjoying Meal Time [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-5/ ,"CONNECT Video 1.5: Routine in a Program: Enjoying Mealtime: Alisa, a toddler with multiple disabilities has joined a newly inclusive childcare setting. A practitioner helps Jalisa get into her special chair and helps Jalisa use a spoon. Jalisa’s team –Head Start practitioners, therapists, and the family – work together on planning and implementing embedded interventions",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-5/,1:42,2010,6.3,E1,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.6: Routine in a Program: Taking Turns [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-6/ ,CONNECT Video 1.6: Routine in a Program: Taking Turns: A preschool teacher facilitates a game of peek-a-boo between two boys with special needs. She embeds learning by encouraging communication with signs and turn-taking.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-6/,1:23,2010,6.3,E1,,
